CİNSİ	STOK İSMİ	STOK KODU
İlk madde ve malzeme	304 - PASLANMAZ SAC 0.77 mm	150.01.P304-077
İlk madde ve malzeme	304 - PASLANMAZ SAC 0.78 mm	150.01.P304-078
İlk madde ve malzeme	304 - PASLANMAZ SAC 0.79 mm	150.01.P304-079
İlk madde ve malzeme	304 - PASLANMAZ SAC 0.80 mm	150.01.P304-080
İlk madde ve malzeme	304 - PASLANMAZ SAC 0.81 mm	150.01.P304-081
İlk madde ve malzeme	304 - PASLANMAZ SAC 0.82 mm	150.01.P304-082
İlk madde ve malzeme	304 - PASLANMAZ SAC 0.84mm	150.01.P304-084
İlk madde ve malzeme	304 - PASLANMAZ SAC 0.85mm	150.01.P304-085
İlk madde ve malzeme	304 - PASLANMAZ SAC 0.87 mm	150.01.P304-087
İlk madde ve malzeme	304 - PASLANMAZ SAC 0.88 mm	150.01.P304-088
İlk madde ve malzeme	304 - PASLANMAZ SAC 0.90 mm	150.01.P304-090
İlk madde ve malzeme	304 - PASLANMAZ SAC 0.91 mm	150.01.P304-091
İlk madde ve malzeme	304 - PASLANMAZ SAC 0.92 mm	150.01.P304-092
İlk madde ve malzeme	304 - PASLANMAZ SAC 0.93 mm	150.01.P304-093
İlk madde ve malzeme	304 - PASLANMAZ SAC 0.95 mm	150.01.P304-095
İlk madde ve malzeme	304 - PASLANMAZ SAC 0.96 mm	150.01.P304-096
İlk madde ve malzeme	304 - PASLANMAZ SAC 0.97 mm	150.01.P304-097
İlk madde ve malzeme	304 - PASLANMAZ SAC 0.98 mm	150.01.P304-098
İlk madde ve malzeme	304 - PASLANMAZ SAC 0.99 mm	150.01.P304-099
İlk madde ve malzeme	304 - PASLANMAZ SAC 1.00 mm	150.01.P304-100
İlk madde ve malzeme	304 - PASLANMAZ SAC 1.20 mm	150.01.P304-120
İlk madde ve malzeme	304 - PASLANMAZ SAC 1.20 mm PVC'Lİ 	150.01.P304-120.PVC
İlk madde ve malzeme	304 - PASLANMAZ SAC 1.25 mm	150.01.P304-125
İlk madde ve malzeme	304 - PASLANMAZ SAC 1.42 mm	150.01.P304-142
İlk madde ve malzeme	304 - PASLANMAZ SAC 1.46 mm	150.01.P304-146
İlk madde ve malzeme	304 - PASLANMAZ SAC 1.47 mm	150.01.P304-147
İlk madde ve malzeme	304 - PASLANMAZ SAC 1.50 mm	150.01.P304-150
İlk madde ve malzeme	304 - PASLANMAZ SAC 1.54 mm	150.01.P304-154
İlk madde ve malzeme	304 - PASLANMAZ SAC 1.86 mm	150.01.P304-186
İlk madde ve malzeme	304 - PASLANMAZ SAC 1.91 mm	150.01.P304-191
İlk madde ve malzeme	304 - PASLANMAZ SAC 1.98 mm	150.01.P304-198
İlk madde ve malzeme	304 - PASLANMAZ SAC 1.99 mm	150.01.P304-199
İlk madde ve malzeme	304 - PASLANMAZ SAC 2,00 mm	150.01.P304-200
İlk madde ve malzeme	304 - PASLANMAZ SAC 2.42 mm	150.01.P304-242
İlk madde ve malzeme	304 - PASLANMAZ SAC 2.45 mm	150.01.P304-245
İlk madde ve malzeme	304 - PASLANMAZ SAC 2.47 mm	150.01.P304-247
İlk madde ve malzeme	304 - PASLANMAZ SAC 2.48 mm	150.01.P304-248
İlk madde ve malzeme	304 - PASLANMAZ SAC 2.50 mm	150.01.P304-250
İlk madde ve malzeme	304 - PASLANMAZ SAC 2.53 mm	150.01.P304-253
İlk madde ve malzeme	304 - PASLANMAZ SAC 2.89 mm	150.01.P304-289
İlk madde ve malzeme	304 - PASLANMAZ SAC 2.96 mm	150.01.P304-296
İlk madde ve malzeme	304 - PASLANMAZ SAC 2.97 mm	150.01.P304-297
İlk madde ve malzeme	304 - PASLANMAZ SAC 2.99 mm	150.01.P304-299
İlk madde ve malzeme	304 - PASLANMAZ SAC 3.00 mm	150.01.P304-300
İlk madde ve malzeme	304 - PASLANMAZ SAC 3.95 mm	150.01.P304-395
İlk madde ve malzeme	304 - PASLANMAZ SAC 0.55mm	150.01.P304-55
İlk madde ve malzeme	304 - PASLANMAZ SAC 8.00 mm	150.01.P304-800
İlk madde ve malzeme	304 - PASLANMAZ DİSK DÜDÜKLÜ KAPAK (Küçük)	150.01.P304-990
İlk madde ve malzeme	304 - PASLANMAZ DİSK (1,18 *300)	150.01.P304-991
İlk madde ve malzeme	304 - PASLANMAZ SAC 0.55mm	150.01.P304-992
İlk madde ve malzeme	304 - PASLANMAZ DİSK (1,20 *300)	150.01.P304-993
İlk madde ve malzeme	310 - PASLANMAZ SAC 	150.01.P310
İlk madde ve malzeme	310 - PASLANMAZ SAC 3.00 mm	150.01.P310-300
İlk madde ve malzeme	310 - PASLANMAZ SAC 4.00 mm	150.01.P310-310
İlk madde ve malzeme	409 - PASLANMAZ SAC 0.80 mm	150.01.P409-080
İlk madde ve malzeme	430 - PASLANMAZ SAC 0.35 mm	150.01.P430-035
İlk madde ve malzeme	430 - PASLANMAZ SAC 0.36 mm	150.01.P430-036
İlk madde ve malzeme	430 - PASLANMAZ SAC 0.37 mm	150.01.P430-037
İlk madde ve malzeme	430 - PASLANMAZ SAC 0.38 mm	150.01.P430-038
İlk madde ve malzeme	430 - PASLANMAZ SAC 0.40 mm	150.01.P430-040
İlk madde ve malzeme	430 - PASLANMAZ SAC 0.41 mm	150.01.P430-041
İlk madde ve malzeme	430 - PASLANMAZ SAC 0.47 mm	150.01.P430-047
İlk madde ve malzeme	430 - PASLANMAZ SAC 0.48 mm	150.01.P430-048
İlk madde ve malzeme	430 - PASLANMAZ SAC 0.49 mm	150.01.P430-049
İlk madde ve malzeme	430 - PASLANMAZ SAC 0.50 mm	150.01.P430-050
İlk madde ve malzeme	430 - PASLANMAZ SAC 0.56 mm	150.01.P430-056
İlk madde ve malzeme	430 - PASLANMAZ SAC 0.57 mm	150.01.P430-057
İlk madde ve malzeme	430 - PASLANMAZ SAC 0.58 mm	150.01.P430-058
İlk madde ve malzeme	430 - PASLANMAZ SAC 0.59 mm	150.01.P430-059
İlk madde ve malzeme	430 - PASLANMAZ SAC 0.60 mm	150.01.P430-060
İlk madde ve malzeme	430 - PASLANMAZ SAC 0.61 mm	150.01.P430-061
İlk madde ve malzeme	430 - PASLANMAZ SAC 0.63 mm	150.01.P430-063
İlk madde ve malzeme	430 - PASLANMAZ SAC 0.64 mm	150.01.P430-064
İlk madde ve malzeme	430 - PASLANMAZ SAC 0.65 mm	150.01.P430-065
İlk madde ve malzeme	430 - PASLANMAZ SAC 0.66 mm	150.01.P430-066
İlk madde ve malzeme	430 - PASLANMAZ SAC 0.67 mm	150.01.P430-067
İlk madde ve malzeme	430 - PASLANMAZ SAC 0.68 mm	150.01.P430-068
İlk madde ve malzeme	430 - PASLANMAZ SAC 0.69 mm	150.01.P430-069
İlk madde ve malzeme	430 - PASLANMAZ SAC 0.70 mm	150.01.P430-070
İlk madde ve malzeme	430 - PASLANMAZ SAC 0.71 mm	150.01.P430-071
İlk madde ve malzeme	430 - PASLANMAZ SAC 0.72 mm	150.01.P430-072
İlk madde ve malzeme	430 - PASLANMAZ SAC 0.73 mm	150.01.P430-073
İlk madde ve malzeme	430 - PASLANMAZ SAC 0.75 mm	150.01.P430-075
İlk madde ve malzeme	430 - PASLANMAZ SAC 0.79 mm	150.01.P430-079
İlk madde ve malzeme	430 - PASLANMAZ SAC 0.80 mm	150.01.P430-080
İlk madde ve malzeme	430 - PASLANMAZ SAC 0.81 mm	150.01.P430-081
İlk madde ve malzeme	430 - PASLANMAZ SAC 0.85 mm	150.01.P430-085
İlk madde ve malzeme	430 - PASLANMAZ SAC 0.90 mm	150.01.P430-090
İlk madde ve malzeme	430 - PASLANMAZ SAC 0.95 mm	150.01.P430-095
İlk madde ve malzeme	430 - PASLANMAZ SAC 0.96 mm	150.01.P430-096
İlk madde ve malzeme	430 - PASLANMAZ SAC 0.98 mm	150.01.P430-098
İlk madde ve malzeme	430 - PASLANMAZ SAC 0.99 mm	150.01.P430-099
İlk madde ve malzeme	430 - PASLANMAZ SAC 1.00 mm	150.01.P430-100
İlk madde ve malzeme	430 - PASLANMAZ SAC 1.45 mm	150.01.P430-145
İlk madde ve malzeme	430 - PASLANMAZ SAC 1.50 mm	150.01.P430-150
İlk madde ve malzeme	430 - PASLANMAZ SAC 1.93 mm	150.01.P430-193
İlk madde ve malzeme	430 - PASLANMAZ SAC 1.97 mm	150.01.P430-197
İlk madde ve malzeme	430 - PASLANMAZ SAC 0.40 mm 20.5 CM DİSK	150.01.P430-20.5
İlk madde ve malzeme	430 - PASLANMAZ SAC 2.00 mm	150.01.P430-200
İlk madde ve malzeme	430 - PASLANMAZ SAC 2.48 mm	150.01.P430-248
İlk madde ve malzeme	430 - PASLANMAZ SAC 2.50 mm	150.01.P430-250
İlk madde ve malzeme	430 - PASLANMAZ SAC 2.53 mm	150.01.P430-253
İlk madde ve malzeme	430 - PASLANMAZ SAC 2.56 mm	150.01.P430-256
İlk madde ve malzeme	430 - PASLANMAZ SAC 3.00 mm	150.01.P430-300
İlk madde ve malzeme	430 - PASLANMAZ SAC 0.45mm	150.01.P430-401
İlk madde ve malzeme	430 - KAPSÜL	150.01.P430-402
İlk madde ve malzeme	439 - PASLANMAZ SAC 0.80 mm	150.01.P439-080
İlk madde ve malzeme	SVF SC RULO	150.01.SVF.SC RULO
İlk madde ve malzeme	TİTANYUM PLAKA LEVHA 585X130 0.08 mm	150.01.TIPL-008
İlk madde ve malzeme	MAÇA ÇUBUĞU (ALÜMİNYUM-ALM93- 10X10 KARE) 3M	150.02.10x10.ALM93
İlk madde ve malzeme	ALÜMİNYUM KÜLÇE - 140	150.02.140.KULCE
İlk madde ve malzeme	AL DİSK  150X2,0mm	150.02.150.2.0.ALM
İlk madde ve malzeme	AL DİSK  160X2,0mm	150.02.160.2.0.ALM
İlk madde ve malzeme	AL DİSK 170X2,0mm	150.02.170.2.0.ALM
İlk madde ve malzeme	AL DİSK  180X2,0mm	150.02.180.2.0.ALM
İlk madde ve malzeme	AL DİSK 190X2,0mm	150.02.190.2.0.ALM
İlk madde ve malzeme	AL DİSK 190X2,8mm	150.02.190.2.8.ALM
İlk madde ve malzeme	AL DİSK 195X2,0mm	150.02.195.2.0.ALM
Ticari mal	ALÜMİNYUM TABAN 2,5MM 104*110	150.02.2,5.104.110
Ticari mal	ALÜMİNYUM TABAN 2,5MM 114*120	150.02.2,5.114.120
Ticari mal	ALÜMİNYUM TABAN 189x5 MM	150.02.2,5.114.189
İlk madde ve malzeme	ALÜMİNYUM TABAN 2,5MM 123*129	150.02.2,5.123.129
Ticari mal	ALÜMİNYUM TABAN 2,5MM 89*95	150.02.2,5.89.95
İlk madde ve malzeme	AL DİSK  200X2,0mm	150.02.200.2.0.ALM
İlk madde ve malzeme	AL DİSK  205X2,5mm	150.02.205.2.5.ALM
İlk madde ve malzeme	AL DİSK  210X2,0MM	150.02.210.2.0.ALM
İlk madde ve malzeme	AL DİSK  210X2,5mm	150.02.210.2.5.ALM
İlk madde ve malzeme	AL DİSK 220X3,2 MM	150.02.220.3,2.ALM
İlk madde ve malzeme	AL DİSK 225X3,9mm	150.02.225.3,9.0.ALM
İlk madde ve malzeme	AL DİSK  230X2,0MM	150.02.230.2.0.ALM
İlk madde ve malzeme	AL DİSK  230X2,5mm	150.02.230.2.5.ALM
İlk madde ve malzeme	AL DİSK  240X2,8MM	150.02.240.2,8.ALM
İlk madde ve malzeme	AL DİSK 245X3,9MM	150.02.245.3,9.0.ALM
İlk madde ve malzeme	AL DİSK  250X2,8MM	150.02.250.2,8.ALM
İlk madde ve malzeme	AL DİSK 250X2,0mm	150.02.250.2.0.ALM
İlk madde ve malzeme	AL DİSK 250X2,5mm	150.02.250.2.5.ALM
İlk madde ve malzeme	AL DİSK  255X2,5mm	150.02.255.2,5.ALM
İlk madde ve malzeme	AL DİSK  255X3,2mm	150.02.255.3,2.ALM
İlk madde ve malzeme	AL DİSK  260X2,0mm	150.02.260.2.0.ALM
İlk madde ve malzeme	AL DİSK  260X2,5mm	150.02.260.2.5.ALM
İlk madde ve malzeme	AL DİSK  260X2,8mm	150.02.260.2.8.ALM
İlk madde ve malzeme	AL DİSK  270X2,5MM	150.02.270.2,5.ALM
İlk madde ve malzeme	AL DİSK  270X2,8MM	150.02.270.2,8.ALM
İlk madde ve malzeme	AL DİSK  270X2,0MM	150.02.270.2.0.ALM
İlk madde ve malzeme	AL DİSK 270X3,9MM	150.02.270.3,9.0.ALM
İlk madde ve malzeme	AL DİSK  275X2,5MM	150.02.275.2,5.ALM
İlk madde ve malzeme	AL DİSK  280X2,5MM	150.02.280.2.5.ALM
İlk madde ve malzeme	AL DİSK  280X2,8MM	150.02.280.2.8.ALM
İlk madde ve malzeme	AL DİSK 285X3,9MM	150.02.285.3,9.0.ALM
İlk madde ve malzeme	AL DİSK  290X2,5MM	150.02.290.2.5.ALM
İlk madde ve malzeme	AL DİSK  290X2,8MM	150.02.290.2.8.ALM
İlk madde ve malzeme	AL DİSK  290X2	150.02.290.2.ALM
İlk madde ve malzeme	AL DİSK 295X3,9MM	150.02.295.3,9.0.ALM
İlk madde ve malzeme	ALÜMİNYUM TABAN 3,5MM 145*51	150.02.3,5.145.151
İlk madde ve malzeme	ALÜMİNYUM TABAN 3,5MM 148*154	150.02.3,5.148.154
İlk madde ve malzeme	ALÜMİNYUM TABAN 3,5MM 156*164	150.02.3,5.156.164
İlk madde ve malzeme	ALÜMİNYUM TABAN 3MM 131*137	150.02.3.131.137
İlk madde ve malzeme	ALÜMİNYUM TABAN 3MM 136*142	150.02.3.136*142
İlk madde ve malzeme	AL DİSK 300X2,5MM	150.02.300.2,5.ALM
İlk madde ve malzeme	AL DİSK  300X2,8MM	150.02.300.2,8.ALM
İlk madde ve malzeme	AL DİSK  300X2,0MM	150.02.300.2.0.ALM
İlk madde ve malzeme	AL DİSK 300X3,2MM	150.02.300.3,2.ALM
İlk madde ve malzeme	AL DİSK 300X3,9MM	150.02.300.3,9.0.ALM
İlk madde ve malzeme	DÖKÜM TENCERE 20 CM KARE.ARMADA.	150.02.3048.20
İlk madde ve malzeme	DÖKÜM KAPAK 20 CM KARE.ARMADA.	150.02.3048.20.KPK
İlk madde ve malzeme	DÖKÜM TENCERE 24 CM KARE.ARMADA.	150.02.3048.24
İlk madde ve malzeme	DÖKÜM KAPAK 24 CM KARE.ARMADA.	150.02.3048.24.KPK
İlk madde ve malzeme	DÖKÜM KAPAK 26 CM KARE.ARMADA.	150.02.3048.26.KPK
İlk madde ve malzeme	DÖKÜM KARNIYARIK 26 CM KARE.ARMADA.	150.02.3048.26.KY
İlk madde ve malzeme	DÖKÜM TAVA 26 CM KARE.ARMADA.	150.02.3048.26.TV
İlk madde ve malzeme	DÖKÜM TENCERE 28 CM KARE.ARMADA.	150.02.3048.28
İlk madde ve malzeme	DÖKÜM KAPAK 28 CM KARE.ARMADA.	150.02.3048.28.KPK
İlk madde ve malzeme	AL DİSK  310 X2,5 mm	150.02.310.2.5.ALM
İlk madde ve malzeme	AL DİSK  310X2,8MM	150.02.310.2.8.ALM
İlk madde ve malzeme	AL DİSK  310X2 MM	150.02.310.2.ALM
İlk madde ve malzeme	AL DİSK  310X3,2mm	150.02.310.3,2.ALM
İlk madde ve malzeme	AL DİSK  310X3,5 MM	150.02.310.3,5.ALM
İlk madde ve malzeme	AL DİSK 310X3,9MM	150.02.310.3,9.0.ALM
İlk madde ve malzeme	ALM DİSK.320X1,3	150.02.320.1,3.ALM
İlk madde ve malzeme	AL DİSK 320X2.0 MM	150.02.320.2.0.ALM
İlk madde ve malzeme	AL DİSK 320x2,5MM	150.02.320.2.5.ALM
İlk madde ve malzeme	AL DİSK  320X2,8MM	150.02.320.2.8.ALM
İlk madde ve malzeme	AL DİSK  320X3,2MM	150.02.320.3,2.ALM
İlk madde ve malzeme	AL DİSK 320X3,9MM	150.02.320.3,9.0.ALM
İlk madde ve malzeme	16cm Sahan(BOYALI).YAZICI EV.GRÇ	150.02.3239.16.GLD
İlk madde ve malzeme	20cm Sahan(BOYALI).YAZICI EV.GRÇ	150.02.3239.20.GLD
İlk madde ve malzeme	AL DİSK  330X1,7MM	150.02.330.1.7.ALM
İlk madde ve malzeme	AL DİSK  330X2,5MM	150.02.330.2,5.ALM
İlk madde ve malzeme	AL DİSK  330X2,8MM	150.02.330.2,8.ALM
İlk madde ve malzeme	AL DİSK  330X3,2MM	150.02.330.3,2.ALM
İlk madde ve malzeme	AL DİSK  330X3,5MM	150.02.330.3,5.ALM
İlk madde ve malzeme	AL DİSK  336.X4,2M	150.02.336.4.2.ALM
İlk madde ve malzeme	AL DİSK  340X2,0MM	150.02.340.2.0.ALM
İlk madde ve malzeme	AL DİSK 340*2,5MM 	150.02.340.2.5.ALM
İlk madde ve malzeme	AL DİSK  340X2,8MM	150.02.340.2.8.ALM
İlk madde ve malzeme	AL DİSK  340X3,2mm	150.02.340.3,2.ALM
İlk madde ve malzeme	AL DİSK 340*3,5mm	150.02.340.3.5.ALM
İlk madde ve malzeme	AL DİSK 345X3,9MM	150.02.345.3,9.0.ALM
İlk madde ve malzeme	AL DİSK  350X1,7MM	150.02.350.1.7.ALM
İlk madde ve malzeme	AL DİSK  350 X2,5 mm	150.02.350.2.5.ALM
İlk madde ve malzeme	AL DİSK  350X2,8MM	150.02.350.2.8.ALM
İlk madde ve malzeme	AL DİSK 350X3,9MM	150.02.350.3,9.0.ALM
İlk madde ve malzeme	AL DİSK  350X3,2mm	150.02.350.3.2.ALM
İlk madde ve malzeme	AL DİSK  360X2,5MM	150.02.360.2,5.ALM
İlk madde ve malzeme	AL DİSK 360X2,8MM	150.02.360.2,8.ALM
İlk madde ve malzeme	AL DİSK 360X3,2MM	150.02.360.3,2.ALM
İlk madde ve malzeme	AL DİSK 360x3,5mm	150.02.360.3.5.ALM
İlk madde ve malzeme	AL DİSK 360X3,8MM	150.02.360.3.8.ALM
İlk madde ve malzeme	AL DİSK 365X2,5	150.02.365.2.5.ALM
İlk madde ve malzeme	AL DİSK 365X2,8	150.02.365.2.8.ALM
İlk madde ve malzeme	AL DİSK 365X3,9MM	150.02.365.3,9.0.ALM
İlk madde ve malzeme	AL DİSK 370X2,5MM	150.02.370.2,5.ALM
İlk madde ve malzeme	AL DİSK 370X2,8MM	150.02.370.2,8.ALM
İlk madde ve malzeme	AL DİSK  370X3,2mm	150.02.370.3,2.ALM
İlk madde ve malzeme	AL DİSK 370X3,9MM	150.02.370.3,9.0.ALM
İlk madde ve malzeme	AL DİSK 370 X 3,2MM	150.02.370.3.2.ALM
İlk madde ve malzeme	AL DİSK 370 X 3.5MM	150.02.370.3.5.ALM
İlk madde ve malzeme	AL DİSK  375X2,5MM	150.02.375.2.5.ALM
İlk madde ve malzeme	AL DİSK 380X2,5MM	150.02.380.2.5.ALM
İlk madde ve malzeme	AL DİSK  380X2,8MM	150.02.380.2.8.ALM
İlk madde ve malzeme	AL DİSK  380X3.5MM	150.02.380.3.5.ALM
İlk madde ve malzeme	AL DİSK  380X490X3,0mm	150.02.380.490.3.ALM
İlk madde ve malzeme	AL DİSK  385X3,2	150.02.385.3,2.ALM
İlk madde ve malzeme	AL DİSK 385X3,9MM	150.02.385.3,9.0.ALM
İlk madde ve malzeme	AL DİSK  390X3,2mm	150.02.390.3,2.ALM
İlk madde ve malzeme	AL DİSK 390X3,9M	150.02.390.3,9.0.ALM
İlk madde ve malzeme	AL DİSK 390X3,5mm	150.02.390.3.5.ALM
İlk madde ve malzeme	ALÜMİNYUM TABAN 4,5MM 189,5*196	150.02.4,5.189,5.196
İlk madde ve malzeme	ALÜMİNYUM TABAN 4,5MM 210*216	150.02.4,5.210.216
İlk madde ve malzeme	ALÜMİNYUM TABAN 4,7MM 216*222	150.02.4,7.216.222
İlk madde ve malzeme	ALÜMİNYUM TABAN 4,7MM 244*250	150.02.4,7.244.250
İlk madde ve malzeme	ALÜMİNYUM TABAN 4MM 148*154	150.02.4.148.154
İlk madde ve malzeme	ALÜMİNYUM TABAN 4MM 176*182	150.02.4.176.182
İlk madde ve malzeme	ALÜMİNYUM TABAN 4MM 196*202	150.02.4.196.202
İlk madde ve malzeme	AL DİSK  400X2,8	150.02.400.2.8.ALM
İlk madde ve malzeme	AL DİSK  400X3,2mm	150.02.400.3,2.ALM
İlk madde ve malzeme	AL DİSK 400X3,9MM	150.02.400.3,9.0.ALM
İlk madde ve malzeme	AL DİSK 400*3,5mm	150.02.400.3.5.ALM
İlk madde ve malzeme	AL DİSK  400X3,6mm	150.02.400.3.6.ALM
İlk madde ve malzeme	AL DİSK  405X2,5MM	150.02.405.2.5.ALM
İlk madde ve malzeme	AL DİSK 410X2.8MM	150.02.410.2.8.ALM
İlk madde ve malzeme	AL DİSK  410X3,2mm	150.02.410.3,2.ALM
İlk madde ve malzeme	AL DİSK 410X3,5 mm 	150.02.410.3,5.ALM
İlk madde ve malzeme	AL DİSK 410X3,9MM	150.02.410.3,9.0.ALM
İlk madde ve malzeme	AL DİSK  410X510X3,0mm	150.02.410.510.3.ALM
İlk madde ve malzeme	AL DİSK  415X2,5MM	150.02.415.2.5.ALM
İlk madde ve malzeme	AL DİSK 420X2,5	150.02.420.2.5.ALM
İlk madde ve malzeme	AL DİSK  420X3,2mm	150.02.420.3,2.ALM
İlk madde ve malzeme	AL DİSK 420 X 3,9 MM	150.02.420.3,9.0.ALM
İlk madde ve malzeme	AL DİSK 420X3.5 mm 	150.02.420.3.5.ALM
İlk madde ve malzeme	AL DİSK  430X2,5	150.02.430.2.5.ALM
İlk madde ve malzeme	AL DİSK  430X2,8	150.02.430.2.8.ALM
İlk madde ve malzeme	AL DİSK 430X3,9MM	150.02.430.3,9.0.ALM
İlk madde ve malzeme	AL DİSK 430*3,2mm	150.02.430.3.2.ALM
İlk madde ve malzeme	AL DİSK 430*3,5mm	150.02.430.3.5.ALM
İlk madde ve malzeme	AL DİSK  430X550X3,0mm	150.02.430.550.3.ALM
İlk madde ve malzeme	AL DİSK  435X2,5MM	150.02.435.2.5.ALM
İlk madde ve malzeme	AL DİSK 440X2,5	150.02.440.2.5.ALM
İlk madde ve malzeme	AL DİSK  440X3,2mm	150.02.440.3,2.ALM
İlk madde ve malzeme	AL DİSK 440X3,5 	150.02.440.3.5.ALM
İlk madde ve malzeme	AL DİSK 450X2,5	150.02.450.2.5.ALM
İlk madde ve malzeme	AL DİSK  450X2,8	150.02.450.2.8.ALM
İlk madde ve malzeme	AL DİSK 450X3,8 MM	150.02.450.3,8.ALM
İlk madde ve malzeme	AL DİSK 450X3,9MM	150.02.450.3,9.0.ALM
İlk madde ve malzeme	AL DİSK 450*3,5mm	150.02.450.3.5.ALM
İlk madde ve malzeme	AL DİSK 460X2,8 mm	150.02.460.2.8.ALM
İlk madde ve malzeme	AL DİSK  460X3,2mm	150.02.460.3,2.ALM
İlk madde ve malzeme	AL DİSK 460x3,5mm	150.02.460.3.5.ALM
İlk madde ve malzeme	AL DİSK .480X2,5	150.02.480.2.5.ALM
İlk madde ve malzeme	AL DİSK .480X2,8	150.02.480.2.8.ALM
İlk madde ve malzeme	AL DİSK  480X3,2mm	150.02.480.3,2.ALM
İlk madde ve malzeme	AL DİSK TENC 480X3,9MM	150.02.480.3,9.0.ALM
İlk madde ve malzeme	AL DİSK 480*3,5mm	150.02.480.3.5.ALM
İlk madde ve malzeme	AL DİSK  490X3,2mm	150.02.490.3,2.ALM
İlk madde ve malzeme	AL DİSK 490*3,5mm	150.02.490.3.5.ALM
İlk madde ve malzeme	ALÜMİNYUM TABAN 5,5MM 136*142	150.02.5,5.136.142
İlk madde ve malzeme	ALÜMİNYUM TABAN 5,5MM 148*154	150.02.5,5.148.154
İlk madde ve malzeme	ALÜMİNYUM TABAN 5,5MM 176*182	150.02.5,5.176.182
İlk madde ve malzeme	ALÜMİNYUM TABAN 5MM 136*142	150.02.5.136.142
İlk madde ve malzeme	ALÜMİNYUM TABAN 5MM 148*153	150.02.5.148.153
İlk madde ve malzeme	ALÜMİNYUM TABAN 5MM 155*161	150.02.5.155.161
İlk madde ve malzeme	ALÜMİNYUM TABAN 5,0 MM 269	150.02.5.156.269
İlk madde ve malzeme	ALÜMİNYUM TABAN 5MM 166*172	150.02.5.166.172
İlk madde ve malzeme	ALÜMİNYUM TABAN 5MM 185*191	150.02.5.185.191
İlk madde ve malzeme	ALÜMİNYUM TABAN 5MM 196*202	150.02.5.196.202
İlk madde ve malzeme	ALÜMİNYUM TABAN 5MM 206*212	150.02.5.206.212
İlk madde ve malzeme	ALÜMİNYUM TABAN 5MM 209*215	150.02.5.209.215
İlk madde ve malzeme	ALÜMİNYUM TABAN 210*5 MM 	150.02.5.210
İlk madde ve malzeme	ALÜMİNYUM TABAN 5MM 216*222	150.02.5.216.222
İlk madde ve malzeme	ALÜMİNYUM TABAN 5MM 225*232	150.02.5.225.232
İlk madde ve malzeme	ALÜMİNYUM TABAN 5MM 231*239	150.02.5.231.239
İlk madde ve malzeme	ALÜMİNYUM TABAN 5MM 233*239	150.02.5.233.239
İlk madde ve malzeme	ALÜMİNYUM TABAN 5 MM 246*252	150.02.5.246.252
İlk madde ve malzeme	ALÜMİNYUM TABAN 5MM 268*274	150.02.5.268.274
İlk madde ve malzeme	AL DİSK  540X3,5mm	150.02.540.3.5.ALM
İlk madde ve malzeme	AL DİSK  550X3,5 mm	150.02.550.3,5.ALM
İlk madde ve malzeme	ALÜMİNYUM TABAN 6,2MM 251*257	150.02.6,2.251.257
İlk madde ve malzeme	ALÜMİNYUM TABAN 6MM 189,5*196	150.02.6.189,5.196
İlk madde ve malzeme	ALÜMİNYUM TABAN 6MM 209*215	150.02.6.209.215
İlk madde ve malzeme	ALÜMİNYUM TABAN 6MM 244*250	150.02.6.244.250
İlk madde ve malzeme	ALÜMİNYUM TABAN 6 MM 246*252	150.02.6.246.252
İlk madde ve malzeme	ALÜMİNYUM DİSK TABANLIK	150.02.A.TABN-1
İlk madde ve malzeme	AL DİSK  210X2,5mm	150.02.AKS.HOME
İlk madde ve malzeme	36CM OHOD BALIK TAVA ALT DÖKÜM	150.02.F.OHOD.3215.ALT
İlk madde ve malzeme	36CM OHOD BALIK TAVA ÜST DÖKÜM	150.02.F.OHOD.3215.ÜST
İlk madde ve malzeme	KAHVERENGİ CAM KAPAK C TİPİ 24 cm	150.03.01.CKP.C24
İlk madde ve malzeme	CAM KAPAK C TİPİ 18 cm BORDO	150.03.01.CKP-C18B
İlk madde ve malzeme	CAM KAPAK C TİPİ 20 cm BORDO	150.03.01.CKP-C20B
İlk madde ve malzeme	MAVİ CAM KAPAK C TİPİ 24 cm	150.03.01.CKP-C24
İlk madde ve malzeme	CAM KAPAK BALIK TAVA (Yuvarlak) 32 cm	150.03.01.CKPK-B01
İlk madde ve malzeme	CAM KAPAK BALIK TAVA (Yuvarlak) 28 cm	150.03.01.CKPK-B02
İlk madde ve malzeme	CAM KAPAK Z TİPİ 24 cm (Buhar Delikli)	150.03.01.CKPK-Z24B
İlk madde ve malzeme	BEYAZ CAM KAPAK C TİPİ 24 cm	150.03.01-CKP.C22
İlk madde ve malzeme	285-216 FLORON REGULAR PLUS TOP COAT GREY	150.03.06.SLKB-F13
Ticari mal	EFSANE DÜDÜKLÜ YAN KULP (Burcu) Emsan	150.03.08.TNC-2E24
İlk madde ve malzeme	KULP TENCERE 8 mm ÇELİK (R-16) K006	150.03.08.TNC-8.K006.R16
İlk madde ve malzeme	 KAPAK 16CM SAKLAMA KABI.PLASTİK KAPAK	150.03.1099.16
İlk madde ve malzeme	 KAPAK 20CM SAKLAMA KABI.PLASTİK KAPAK	150.03.1099.20
İlk madde ve malzeme	 KAPAK 24CM SAKLAMA KABI(2'Lİ MİKSER KAPAK DAHİL).PLASTİK KAPAK	150.03.1099.24
